66	0.8787878787878788	0.6896551724137931	0.015151515151515152	0.017241379310344827	1	0.017241379310344827	11.0	1.0	0.015151515151515152	-200004169.0	0.0	0.0	41.104200000000006	37.19298245614035	0.6842105263157895	0.8636363636363636	-200004182.21052632	4.2631578947368425	0.21052631578947367	69.65706315789474	0.005161895823557016	11.0	-200004169.0	0.0	0.0	41.104200000000006	0.004534212695795548	37.15384615384615	-200004182.64615384	5.061538461538461	0.2153846153846154	68.33037846153847
67	0.9253731343283582	0.5483870967741935	0.014925373134328358	0.016129032258064516	1	0.016129032258064516	11.0	1.0	0.014925373134328358	-200096494.0	61.0	0.0	0.5	38.26229508196721	0.5409836065573771	0.9104477611940298	-200096449.21311477	5.295081967213115	0.01639344262295082	68.40638852459017	0.004690831556503198	11.0	-200096494.0	61.0	0.0	0.5	0.004313725490196078	38.46969696969697	-200096449.65151516	5.166666666666667	0.015151515151515152	67.66774545454545
52	0.9615384615384616	0.54	0.019230769230769232	0.02	1	0.02	11.0	1.0	0.019230769230769232	-200099337.0	0.0	0.0	64.2175	36.42857142857143	0.5306122448979592	0.9423076923076923	-200099329.3265306	2.6530612244897958	0.46938775510204084	66.50770408163267	0.006124721603563474	11.0	-200099337.0	0.0	0.0	64.2175	0.006014215418261345	35.64705882352941	-200099328.72549018	2.549019607843137	0.45098039215686275	66.80151960784313
31	0.9032258064516129	0.5	0.03225806451612903	0.03571428571428571	1	0.03571428571428571	7.0	1.0	0.03225806451612903	-200099435.0	0.0	0.0	72.1696	33.888888888888886	0.5185185185185185	0.8709677419354839	-200099450.7777778	0.4074074074074074	0.1111111111111111	69.78632222222222	0.007592190889370934	7.0	-200099435.0	0.0	0.0	72.1696	0.006776379477250726	34.2	-200099450.7	0.36666666666666664	0.13333333333333333	69.37435666666667
66	1.0	0.5909090909090909	0.015151515151515152	0.015151515151515152	1	0.015151515151515152	37.0	1.0	0.015151515151515152	-200099944.0	0.0	0.0	61.7171	38.63076923076923	0.5846153846153846	0.9848484848484849	-200099939.36923078	6.707692307692308	0.015384615384615385	66.80716923076922	0.014521193092621664	37.0	-200099944.0	0.0	0.0	61.7171	0.014521193092621664	38.63076923076923	-200099939.36923078	6.707692307692308	0.015384615384615385	66.80716923076922
95	0.9473684210526315	0.5666666666666667	0.021052631578947368	0.022222222222222223	2	0.022222222222222223	32.0	1.0	0.021052631578947368	-200100406.0	0.0	0.0	78.93719999999999	38.73863636363637	0.5795454545454546	0.9263157894736842	-200100422.02272728	9.272727272727273	0.045454545454545456	68.76624886363636	0.01842787215663691	32.0	-200100406.0	0.0	0.0	78.93719999999999	0.017699115044247787	38.193548387096776	-200100422.16129032	9.526881720430108	0.043010752688172046	68.12958387096774
73	0.9178082191780822	0.5373134328358209	0.0136986301369863	0.014925373134328358	1	0.014925373134328358	2.0	1.0	0.0136986301369863	-200105644.0	38.0	0.0	35.944	40.166666666666664	0.5303030303030303	0.9041095890410958	-200105621.53030303	3.287878787878788	0.07575757575757576	68.92113030303031	0.0007538635506973238	2.0	-200105644.0	38.0	0.0	35.944	0.000690846286701209	40.18055555555556	-200105621.5277778	3.3472222222222223	0.06944444444444445	68.5737611111111
57	0.9122807017543859	0.5769230769230769	0.017543859649122806	0.019230769230769232	1	0.019230769230769232	37.0	1.0	0.017543859649122806	-200110324.0	18.0	0.0	52.025800000000004	37.254901960784316	0.5882352941176471	0.8947368421052632	-200110319.3137255	3.803921568627451	0.0392156862745098	69.27617647058824	0.01910170366546205	37.0	-200110324.0	18.0	0.0	52.025800000000004	0.017395392571697227	37.32142857142857	-200110318.5357143	3.4642857142857144	0.03571428571428571	69.76492142857141
57	0.8771929824561403	0.58	0.017543859649122806	0.02	1	0.02	22.0	1.0	0.017543859649122806	-200125548.0	0.0	0.0	66.9302	39.224489795918366	0.5918367346938775	0.8596491228070176	-200125542.08163264	6.326530612244898	0.04081632653061224	65.65224285714285	0.01131687242798354	22.0	-200125548.0	0.0	0.0	66.9302	0.009852216748768473	39.482142857142854	-200125543.94642857	8.303571428571429	0.03571428571428571	63.776069642857145
67	0.9701492537313433	0.6	0.014925373134328358	0.015384615384615385	1	0.015384615384615385	42.0	1.0	0.014925373134328358	-200128463.0	0.0	0.0	78.6543	39.46875	0.59375	0.9552238805970149	-200128478.484375	5.140625	0.078125	69.492240625	0.016355140186915886	42.0	-200128463.0	0.0	0.0	78.6543	0.01583710407239819	39.54545454545455	-200128478.36363637	4.984848484848484	0.07575757575757576	69.42429393939395
